gene	product	promoter_name	promoter_pos	gene_start_pos	map_start_pos	map_end_pos
bax	putative glycoside hydrolase Bax				3737177	3736353
malS	α-amylase	malSp (Experim. ev.)	3737470	3737497	3737497	3739527
avtA	valine—pyruvate aminotransferase	avtAp (Experim. ev.)	3739674	3739705	3739705	3740958
ysaA	putative electron transport protein YsaA				3741582	3741109
yiaJ	DNA-binding transcriptional repressor YiaJ	yiaJp (Experim. ev.)	3742618	3742532	3742532	3741684
yiaK	2,3-diketo-L-gulonate reductase	yiaKp (Experim. ev.)	3742674	3742733	3742733	3743731
yiaL	DUF386 domain-containing protein YiaL				3743743	3744210
yiaM	2,3-diketo-L-gulonate:Na+symporter - membrane subunit	yiaKp (Experim. ev.)	3742674	3742733	3744328	3744801
yiaN	2,3-diketo-L-gulonate:Na+symporter - membrane subunit				3744804	3746081
yiaO	2,3-diketo-L-gulonate:Na+symporter - periplasmic binding protein				3746094	3747080
lyxK	L-xylulose kinase				3747084	3748580
sgbH	3-keto-L-gulonate-6-phosphate decarboxylase SgbH	yiaKp (Experim. ev.)	3742674	3742733	3748577	3749239
sgbU	putative L-xylulose 5-phosphate 3-epimerase				3749232	3750092
sgbE	L-ribulose-5-phosphate 4-epimerase SgbE				3750086	3750781
ysaC					3750914	3750813
ysaD					3750918	3751109
yiaT	outer membrane protein YiaT	yiaTp3 (No high-quality experim. ev.)	3751962	3751868	3751868	3751128
yiaU	putative LysR-type DNA-binding transcriptional regulator YiaU	yiaUp11 (No high-quality experim. ev.)	3751896	3751992	3751992	3752966
yiaV	putative membrane fusion protein YiaV				3754099	3752963
yiaW	DUF3302 domain-containing protein YiaW				3754428	3754105
aldB	aldehyde dehydrogenase B	aldBp (Experim. ev.)	3756535	3756511	3756511	3754973
yiaY	L-threonine dehydrogenase	yiaYp6 (No high-quality experim. ev.)	3757928	3757827	3757827	3756676
selB	selenocysteyl-tRNA-specific translation elongation factor	selBp5 (No high-quality experim. ev.)	3759925	3759861	3759861	3758017
selA	selenocysteine synthase	selAp (Experim. ev.)	3761297	3761249	3761249	3759858
yibF	glutathione transferase-like protein YibF				3761955	3761347
rhsA	rhs element protein RhsA				3762183	3766316
yibA	putative lyase containing HEAT-repeat				3766337	3767179
yibJ	putative RHS domain-containing protein YibJ				3767221	3767922
yibG	tetratricopeptide-like domain-containing protein YibG	yibGp6 (No high-quality experim. ev.)	3768064	3768177	3768177	3768638
yibS	RHS family protein YibS				3768639	3768890
yibW					3768892	3769256
yibV	PF15596 family protein YibV				3769345	3769680
yibU					3769948	3770146
yibH	inner membrane protein YibH				3771379	3770243
yibI	DUF3302 domain-containing protein YibI				3771744	3771382
mtlA	mannitol-specific PTS enzyme II	mtlAp (No high-quality experim. ev.)	3772188	3772281	3772281	3774194
mtlD	mannitol-1-phosphate 5-dehydrogenase	mtlAp (No high-quality experim. ev.)	3772188	3772281	3774424	3775572
mtlR	transcriptional repressor MtlR	mtlAp (No high-quality experim. ev.)	3772188	3772281	3775572	3776159
yibT	protein YibT	yibTp7 (No high-quality experim. ev.)	3776424	3776380	3776380	3776171
yibL	DUF2810 domain-containing protein YibL				3776665	3777027
lldP	lactate/glycolate:H+symporter LldP	lldPp (Experim. ev.)	3777289	3777399	3777399	3779054
lldR	DNA-binding transcriptional dual regulator LldR	lldPp (Experim. ev.)	3777289	3777399	3779054	3779830
lldD	L-lactate dehydrogenase	lldPp (Experim. ev.)	3777289	3777399	3779827	3781017
trmL	tRNA (cytidine/uridine-2'-O)-ribose methyltransferase				3781215	3781688
cysE	serine acetyltransferase	cysEp (Experim. ev.)	3782681	3782562	3782562	3781741
gpsA	glycerol-3-phosphate dehydrogenase, biosynthetic	gpsAp5 (No high-quality experim. ev.)	3783810	3783661	3783661	3782642
secB	SecB chaperone	secBp (Experim. ev.)	3784203	3784128	3784128	3783661
grxC	glutaredoxin 3	grxCp2 (No high-quality experim. ev.)	3784576	3784442	3784442	3784191
yibN	putative sulfurtransferase YibN	yibNp (Experim. ev.)	3785195	3785015	3785015	3784584
gpmM	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmMp2 (Experim. ev.)	3785187	3785260	3785260	3786804
envC	murein hydrolase activator EnvC	gpmMp2 (Experim. ev.)	3785187	3785260	3786838	3788097
yibQ	divergent polysaccharide deacetylase domain-containing protein YibQ				3788101	3789060
waaH	UDP-glucuronate:LPS(HepIII) glycosyltransferase	yibDp1 (No high-quality experim. ev.)	3790149	3790081	3790081	3789047
tdh	threonine dehydrogenase	kblp (Experim. ev.)	3792577	3792551	3791345	3790320
kbl	2-amino-3-ketobutyrate CoA ligase	kblp (Experim. ev.)	3792577	3792551	3792551	3791355
htrL	protein HtrL	yibBp6 (No high-quality experim. ev.)	3793834	3793683	3793683	3792826
rfaD	ADP-L-glycero-D-mannoheptose 6-epimerase	rfaDp3 (Experim. ev.)	3793865	3793987	3793987	3794919
waaF	ADP-heptose—LPS heptosyltransferase 2	rfaDp3 (Experim. ev.)	3793865	3793987	3794929	3795975
waaC	ADP-heptose:LPS heptosyltransferase 1	rfaDp3 (Experim. ev.)	3793865	3793987	3795979	3796938
waaL	O-antigen ligase	rfaDp3 (Experim. ev.)	3793865	3793987	3796948	3798207
waaU	putative ADP-heptose:LPS heptosyltransferase 4	waaUp6 (No high-quality experim. ev.)	3799496	3799312	3799312	3798239
waaZ	lipopolysaccharide core biosynthesis protein WaaZ	waaYp (Experim. ev.)	3801136	3800965	3800196	3799345
waaY	lipopolysaccharide core heptose (II) kinase				3800965	3800267
waaJ	UDP-glucose:(glucosyl)LPS α-1,2-glucosyltransferase	rirAp (Experim. ev.)	3808238	3808098	3801999	3800983
waaO	UDP-D-glucose:(glucosyl)LPS α-1,3-glucosyltransferase	rirAp (Experim. ev.)	3808238	3808098	3803058	3802039
waaB	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	rirAp (Experim. ev.)	3808238	3808098	3804137	3803058
waaS	lipopolysaccharide core biosynthesis protein WaaS	rirAp (Experim. ev.)	3808238	3808098	3805116	3804181
waaP	lipopolysaccharide core heptose (I) kinase	rirAp (Experim. ev.)	3808238	3808098	3805950	3805153
waaG	lipopolysaccharide glucosyltransferase I	rirAp (Experim. ev.)	3808238	3808098	3807067	3805943
waaQ	lipopolysaccharide core heptosyltransferase 3	rirAp (Experim. ev.)	3808238	3808098	3808098	3807064
waaA	KDO transferase	waaAp2 (Experim. ev.)	3808256	3808540	3808540	3809817
coaD	pantetheine-phosphate adenylyltransferase	waaAp2 (Experim. ev.)	3808256	3808540	3809825	3810304
mutM	DNA-formamidopyrimidine glycosylase	mutMp2 (No high-quality experim. ev.)	3811277	3811152	3811152	3810343
rpmG	50S ribosomal subunit protein L33	rpmBp (Experim. ev.)	3811995	3811674	3811417	3811250
rpmB	50S ribosomal subunit protein L28	rpmBp (Experim. ev.)	3811995	3811674	3811674	3811438
yicR	RadC-like JAB domain-containing protein YicR	yicRp (Experim. ev.)	3812577	3812559	3812559	3811891
dfp	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase				3812731	3813951
dut	dUTP diphosphatase	dutp (No high-quality experim. ev.)	3813852	3813929	3813929	3814387
slmA	nucleoid occlusion factor SlmA	dutp (No high-quality experim. ev.)	3813852	3813929	3814494	3815090
pyrE	orotate phosphoribosyltransferase	pyrEp4 (No high-quality experim. ev.)	3815985	3815768	3815768	3815127
rph	truncated RNase PH	rphp1 (Experim. ev.)	3816580	3816549	3816549	3815863
yicC	UPF0701 family protein YicC	yicCp (Experim. ev.)	3816645	3816676	3816676	3817539
dinD	DNA damage-inducible protein D	dinDp (Experim. ev.)	3817699	3817760	3817760	3818584
yicG	PF03458 family inner membrane protein YicG				3818874	3819491
ligB	DNA ligase B				3821170	3819488
gmk	guanylate kinase	gmkp (No high-quality experim. ev.)	3821388	3821428	3821428	3822051
rpoZ	RNA polymerase subunit ω	rpoZp (No high-quality experim. ev.)	3822077	3822106	3822106	3822381
spoT	bifunctional (p)ppGpp synthase/hydrolase SpoT	rpoZp (No high-quality experim. ev.)	3822077	3822106	3822400	3824508
trmH	tRNA (Gm18) 2'-O-methyltransferase	rpoZp (No high-quality experim. ev.)	3822077	3822106	3824515	3825204
recG	ATP-dependent DNA helicase RecG				3825210	3827291
gltS	glutamate:sodium symporter	gltSp3 (No high-quality experim. ev.)	3828691	3828665	3828665	3827460
xanP	xanthine:H+symporter XanP				3828945	3830336
yicH	AsmA famly protein YicH				3830457	3832166
yicI	α-D-xyloside xylohydrolase	yicJp (Experim. ev.)	3836664	3835929	3834537	3832219
yicJ	putative xyloside transporter YicJ				3835929	3834547
selC	tRNA-Sec(UCA)				3836222	3836316
yicT					3836425	3836556
setC	putative arabinose exporter				3836953	3838137
yicL	putative transporter YicL				3838248	3839171
nlpA	lipoprotein-28	nlpAp (Experim. ev.)	3840017	3839993	3839993	3839175
yicS	uncharacterized protein YicS				3840215	3840508
nepI	purine ribonucleoside exporter				3841739	3840549
yicN	DUF1198 domain-containing protein YicN				3842402	3841950
adeQ	adenine transporter				3843789	3842455
adeD	adenine deaminase				3843964	3845730
uhpT	hexose-6-phosphate:phosphate antiporter	uhpTp (Experim. ev.)	3847198	3847167	3847167	3845776
uhpC	inner membrane protein sensing glucose-6-phosphate				3848624	3847305
uhpB	sensory histidine kinase UhpB				3850136	3848634
uhpA	DNA-binding transcriptional activator UhpA	istR-1p (Experim. ev.)	3853192	3852988	3850726	3850136
ilvN	acetohydroxy acid synthase I subunit IlvN	istR-1p (Experim. ev.)	3853192	3852988	3851092	3850802
ilvB	acetohydroxy acid synthase I subunit IlvB	istR-1p (Experim. ev.)	3853192	3852988	3852784	3851096
ivbL	ilvBNoperon leader peptide	istR-1p (Experim. ev.)	3853192	3852988	3852988	3852890
istR	small regulatory RNA IstR-1				3853257	3853118
tisB	membrane-depolarizing toxin TisB	tisBp (Experim. ev.)	3853337	3853553	3853553	3853642
emrD	multidrug efflux pump EmrD	emrDp (No high-quality experim. ev.)	3853845	3853922	3853922	3855106
yidF	uncharacterized protein YidF				3855611	3855114
yidG	inner membrane protein YidG				3855970	3855608
yidH	DUF202 domain-containing inner membrane protein YidH				3856307	3855960
yidI	putative inner membrane protein				3856415	3856864
yidJ	putative sulfatase/phosphatase YidJ				3858404	3856911
yidK	putative transporter YidK				3860116	3858401
yidL	putative DNA-binding transcriptional regulator YidL				3860283	3861176
ysdC					3861349	3861173
glvG	putative inactive phospho-glucosidase				3861987	3861349
glvB	putative PTS enzyme II component GlvB				3862472	3861987
glvC	putative PTS enzyme II component GlvC				3863603	3862497
yidP	putative DNA-binding transcriptional regulator YidP				3863899	3864615
yidE	putative transport protein YidE				3866273	3864612
ibpB	small heat shock protein IbpB homodimer	ibpBp (Experim. ev.)	3866981	3866897	3866897	3866469
ibpA	small heat shock protein IbpA	ibpAp (Experim. ev.)	3867518	3867422	3867422	3867009
yidQ	DUF1375 domain-containing putative lipoprotein YidQ	yidQp (Experim. ev.)	3867544	3867728	3867728	3868060
yidR	DUF3748 domain-containing galacturonate catabolism protein YidR				3869309	3868062
cbrA	colicin M resistance protein				3869377	3870441
dgoT	D-galactonate:H+symporter				3871730	3870438
dgoD	D-galactonate dehydratase				3872998	3871850
dgoA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase				3873612	3872995
dgoK	2-dehydro-3-deoxygalactonokinase				3874474	3873596
dgoR	DNA-binding transcriptional regulator DgoR	dgoRp (Experim. ev.)	3875185	3875160	3875160	3874471
yidX	putative lipoprotein YidX				3875438	3876094
yidA	sugar phosphatase YidA				3876952	3876140
yidB	DUF937 domain-containing protein YidB				3877465	3877067
gyrB	DNA gyrase subunit B	gyrBp (Experim. ev.)	3880150	3880119	3880119	3877705
recF	DNA repair protein RecF	recFp2 (Experim. ev.)	3881861	3881221	3881221	3880148
dnaN	β sliding clamp	dnaNp1 (Experim. ev.)	3882733	3882321	3882321	3881221
dnaA	chromosomal replication initiator protein DnaA	dnaAp1 (Experim. ev.)	3883961	3883729	3883729	3882326
ysdD	protein YsdD				3884026	3884106
rpmH	50S ribosomal subunit protein L34	rpmHp3 (Experim. ev.)	3884065	3884336	3884336	3884476
rnpA	RNase P protein component	rpmHp3 (Experim. ev.)	3884065	3884336	3884493	3884852
yidD	membrane protein insertion efficiency factor				3884816	3885073
yidC	membrane protein insertase YidC				3885076	3886722
mnmE	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit				3886828	3888192
tnaC	tnaABoperon leader peptide	tnaCp (Experim. ev.)	3888411	3888435	3888435	3888509
tnaA	tryptophanase / L-cysteine desulfhydrase	tnaCp (Experim. ev.)	3888411	3888435	3888730	3890145
tnaB	tryptophan:H+symporter TnaB	tnaCp (Experim. ev.)	3888411	3888435	3890236	3891483
mdtL	efflux pump MdtL				3891615	3892790
yidZ	putative LysR-type transcriptional regulator YidZ				3892765	3893724
yieE	putative phosphopantetheinyl transferase	yieEp (Experim. ev.)	3893829	3893881	3893881	3894630
yieF	chromate reductase				3894652	3895218
adeP	adenine:H+symporter				3896609	3895272
yieH	6-phosphogluconate phosphatase	yieHp4 (No high-quality experim. ev.)	3896657	3896774	3896774	3897439
cbrB	putative inner membrane protein	cbrBp3 (No high-quality experim. ev.)	3897479	3897506	3897506	3897973
cbrC	UPF0167 family colicin E2 tolerance protein CbrC				3898022	3898609
yieK	putative glucosamine-6-phosphate deaminase YieK				3899393	3898671
yieL	putative hydrolase YieL				3900577	3899408
bglH	carbohydrate-specific outer membrane porin, cryptic				3902220	3900604
bglB	6-phospho-β-glucosidase B				3903701	3902289
bglF	β-glucoside specific PTS enzyme II / BglG kinase / BglG phosphatase	bglGp2 (Experim. ev.)	3906717	3906567	3905597	3903720
bglG	transcriptional antiterminator BglG	bglGp2 (Experim. ev.)	3906717	3906567	3906567	3905731
phoU	phosphate signaling protein PhoU	phoUp (Experim. ev.)	3907665	3907578	3907578	3906853
pstB	phosphate ABC transporter ATP binding subunit	pstBp1 (Experim. ev.)	3908556	3908366	3908366	3907593
pstA	phosphate ABC transporter membrane subunit PstA	pstCp (Experim. ev.)	3910542	3910398	3909439	3908549
pstC	phosphate ABC transporter membrane subunit PstC	pstCp (Experim. ev.)	3910542	3910398	3910398	3909439
pstS	phosphate ABC transporter periplasmic binding protein	pstSp (Experim. ev.)	3911568	3911525	3911525	3910485
glmS	L-glutamine—D-fructose-6-phosphate aminotransferase	glmSp2 (No high-quality experim. ev.)	3913811	3913668	3913668	3911839
glmU	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase	glmUp2 (Experim. ev.)	3915326	3915200	3915200	3913830
atpC	ATP synthase F1complex subunit ε	atpCp1 (No high-quality experim. ev.)	3916059	3915972	3915972	3915553
atpD	ATP synthase F1complex subunit β	atpBp1 (Experim. ev.)	3922270	3922051	3917375	3915993
atpG	ATP synthase F1complex subunit γ	atpBp1 (Experim. ev.)	3922270	3922051	3918265	3917402
atpA	ATP synthase F1complex subunit α	atpBp1 (Experim. ev.)	3922270	3922051	3919857	3918316
atpH	ATP synthase F1complex subunit δ	atpBp1 (Experim. ev.)	3922270	3922051	3920403	3919870
atpF	ATP synthase F0complex - subunit b	atpBp1 (Experim. ev.)	3922270	3922051	3920888	3920418
atpE	ATP synthase F0complex - subunit c	atpBp1 (Experim. ev.)	3922270	3922051	3921189	3920950
atpB	ATP synthase F0complex subunit a	atpBp1 (Experim. ev.)	3922270	3922051	3922051	3921236
atpI	ATP synthase accessory factor AtpI	atpIp (Experim. ev.)	3922525	3922440	3922440	3922060
rsmG	16S rRNA m7G527 methyltransferase	rsmGp (No high-quality experim. ev.)	3923756	3923680	3923680	3923057
mnmG	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	mioCp (Experim. ev.)	3926475	3927003	3925633	3923744
mioC	flavoprotein MioC	mioCp (Experim. ev.)	3926475	3926455	3926455	3926012
asnC	DNA-binding transcriptional dual regulator AsnC	asnCp (Experim. ev.)	3927031	3927003	3927003	3926545
asnA	asparagine synthetase A	asnAp (Experim. ev.)	3927129	3927155	3927155	3928147
viaA	protein ViaA				3929603	3928152
ravA	regulatory ATPase RavA	ravAp (Experim. ev.)	3931128	3931093	3931093	3929597
kup	K+:H+symporter Kup	kupp1 (Experim. ev.)	3931103	3931316	3931316	3933184
rbsD	D-ribose pyranase	rbsDp (Experim. ev.)	3933322	3933351	3933351	3933770
rbsA	ribose ABC transporter ATP binding subunit	rbsDp (Experim. ev.)	3933322	3933351	3933778	3935283
rbsC	ribose ABC transporter membrane subunit	rbsDp (Experim. ev.)	3933322	3933351	3935288	3936253
rbsB	ribose ABC transporter periplasmic binding protein	rbsDp (Experim. ev.)	3933322	3933351	3936278	3937168
rbsK	ribokinase	rbsDp (Experim. ev.)	3933322	3933351	3937294	3938223
rbsR	DNA-binding transcriptional dual regulator RbsR	rbsDp (Experim. ev.)	3933322	3933351	3938227	3939219
hsrA	putative transporter HsrA	hsrAp6 (No high-quality experim. ev.)	3940706	3940612	3940612	3939185
yieP	transcriptional regulator YieP				3941327	3940635
rrsC	16S ribosomal RNA	rrsCp1 (No high-quality experim. ev.)	3941516	3941808	3941808	3943349
gltU	tRNA-Glu(UUC)				3943435	3943510
rrlC	23S ribosomal RNA	rrsCp1 (No high-quality experim. ev.)	3941516	3941808	3943704	3946607
rrfC	5S ribosomal RNA				3946700	3946819
aspT	tRNA-Asp(GUC)	trpTp2 (No high-quality experim. ev.)	3946780	3946872	3946872	3946948
trpT	tRNA-Trp(CCA)				3946957	3947032
hdfR	DNA-binding transcriptional dual regulator HdfR	hdfRp6 (No high-quality experim. ev.)	3948160	3947967	3947967	3947128
maoP	macrodomain Ori protein				3948086	3948424
yifB	putative magnesium chelatase YifB	yifBp6 (No high-quality experim. ev.)	3950175	3949969	3949969	3948449
ilvL	ilvXGMEDAoperon leader peptide	ilvLp1 (Experim. ev.)	3950218	3950322	3950322	3950420
ilvX	uncharacterized protein IlvX	ilvLp1 (Experim. ev.)	3950218	3950322	3950507	3950557
ilvG	acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)				3950560	3952204
ilvM	acetolactate synthase II subunit IlvM				3952201	3952464
ilvE	branched-chain-amino-acid aminotransferase	ilvEp3 (Experim. ev.)	3952388	3952484	3952484	3953413
ilvD	dihydroxy-acid dehydratase	ilvEp3 (Experim. ev.)	3952388	3952484	3953478	3955328
ilvA	threonine deaminase	ilvAp (Experim. ev.)	3955235	3955331	3955331	3956875
ilvY	DNA-binding transcriptional dual regulator IlvY	ilvYp (Experim. ev.)	3957867	3957820	3957820	3956927
ilvC	ketol-acid reductoisomerase (NADP+)	ilvCp (Experim. ev.)	3957912	3957970	3957970	3959445
ppiC	peptidyl-prolylcis-transisomerase C				3959813	3959532
yifN	putative toxin YifN				3960460	3960012
rep	ATP-dependent DNA helicase Rep	repp (Experim. ev.)	3960647	3960677	3960677	3962698
gpp	guanosine-5'-triphosphate,3'-diphosphate phosphatase				3964229	3962745
rhlB	ATP-dependent RNA helicase RhlB				3965630	3964365
trxA	thioredoxin 1	trxAp1 (Experim. ev.)	3965647	3965761	3965761	3966090
rhoL	rhooperon leader peptide	rhoLp (Experim. ev.)	3966162	3966231	3966231	3966332
rho	transcription termination factor Rho	rhoLp (Experim. ev.)	3966162	3966231	3966417	3967676
rfe	UDP-N-acetylglucosamine—undecaprenyl-phosphateN-acetylglucosaminephosphotransferase	rfep (No high-quality experim. ev.)	3967800	3967916	3967916	3969019
wzzE	enterobacterial common antigen polysaccharide co-polymerase	rfep (No high-quality experim. ev.)	3967800	3967916	3969031	3970077
wecB	UDP-N-acetylglucosamine 2-epimerase	rfep (No high-quality experim. ev.)	3967800	3967916	3970133	3971263
wecC	UDP-N-acetyl-D-mannosamine dehydrogenase	rfep (No high-quality experim. ev.)	3967800	3967916	3971260	3972522
rffG	dTDP-glucose 4,6-dehydratase 2				3972522	3973589
rffH	dTDP-glucose pyrophosphorylase	rfep (No high-quality experim. ev.)	3967800	3967916	3973608	3974489
rffC	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase				3974467	3975141
wecE	dTDP-4-dehydro-6-deoxy-D-glucose transaminase	rfep (No high-quality experim. ev.)	3967800	3967916	3975146	3976276
wzxE	lipid III flippase				3976278	3977528
rffT						
wzyE	putative enterobacterial common antigen polymerase	rfep (No high-quality experim. ev.)	3967800	3967916	3978601	3979953
rffM	UDP-N-acetyl-D-mannosaminuronic acid transferase	rfep (No high-quality experim. ev.)	3967800	3967916	3979956	3980696
yifK	putative transporter YifK				3980887	3982272
argX	tRNA-Arg(CCG)	argXp (Experim. ev.)	3982364	3982375	3982375	3982451
hisR	tRNA-His(GUG)	argXp (Experim. ev.)	3982364	3982375	3982509	3982585
leuT	tRNA-Leu(CAG)				3982606	3982692
proM	tRNA-Pro(UGG)	argXp (Experim. ev.)	3982364	3982375	3982735	3982811
aslB	putative anaerobic sulfatase maturation enzyme AslB	aslBp (No high-quality experim. ev.)	3982781	3982958	3982958	3984193
aslA	putative sulfatase AslA				3986007	3984352
glmZ	small regulatory RNA GlmZ	glmZp (Experim. ev.)	3986432	3986432	3986432	3986603
hemY	protein HemY				3987882	3986686
hemX	PF04375 family protein HemX				3989066	3987885
hemD	uroporphyrinogen-III synthase				3989828	3989088
hemC	hydroxymethylbilane synthase				3990766	3989825
cyaA	adenylate cyclase	cyaAp2 (Experim. ev.)	3990774	3991153	3991153	3993699
cyaY	frataxin CyaY	cyaYp5 (No high-quality experim. ev.)	3994083	3994059	3994059	3993739
yzcX	protein YzcX				3993850	3994335
yifL	putative lipoprotein YifL				3994522	3994725
dapF	diaminopimelate epimerase	yifLp (Experim. ev.)	3994492	3994522	3994762	3995586
yigA	DUF484 domain-containing protein YigA	yifLp (Experim. ev.)	3994492	3994522	3995583	3996290
xerC	site-specific tyrosine recombinase				3996287	3997183
yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase				3997183	3997899
uvrD	DNA helicase II	uvrDp1 (Experim. ev.)	3997907	3997983	3997983	4000145
yigE	DUF2233 domain-containing protein YigE				4001056	4000292
corA	Ni2+/Co2+/Mg2+transporter	corAp (No high-quality experim. ev.)	4001194	4001218	4001426	4002376
yigF	DUF2628 domain-containing protein YigF				4002799	4002419
yigG	inner membrane protein				4003193	4002813
rarD	putative transporter RarD	rarDp5 (No high-quality experim. ev.)	4004297	4004178	4004178	4003288
yigI	putative thioesterase YigI	yigIp (Experim. ev.)	4004724	4004697	4004697	4004230
pldA	outer membrane phospholipase A	pldAp (No high-quality experim. ev.)	4004814	4004862	4004862	4005731
recQ	ATP-dependent DNA helicase RecQ	recQp2 (No high-quality experim. ev.)	4005833	4005864	4005864	4007693
rhtC	L-threonine exporter	rhtCp2 (No high-quality experim. ev.)	4007739	4007757	4007757	4008377
rhtB	L-homoserine/L-homoserine lactone/L-threonine exporter				4009059	4008439
pldB	lysophospholipase L2				4009170	4010192
yigL	phosphosugar phosphatase YigL				4010200	4011000
bioP	biotin transporter				4011076	4011975
metR	DNA-binding transcriptional dual regulator MetR	metRp1 (Experim. ev.)	4012855	4012816	4012816	4011863
metE	cobalamin-independent homocysteine transmethylase	metEp (Experim. ev.)	4012884	4013053	4013053	4015314
ysgA	putative dienelactone hydrolase	ysgAp (No high-quality experim. ev.)	4016343	4016169	4016169	4015354
udp	uridine phosphorylase	udpP (Experim. ev.)	4016391	4016431	4016431	4017192
rmuC	putative recombination limiting protein RmuC				4017333	4018760
ubiE	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase	ubiEp4 (No high-quality experim. ev.)	4018747	4018855	4018855	4019610
ubiJ	ubiquinone biosynthesis accessory factor UbiJ	ubiEp4 (No high-quality experim. ev.)	4018747	4018855	4019624	4020229
esrE	small RNA EsrE				4019978	4020229
ubiB	ubiquinone biosynthesis protein UbiB	esrEp (Experim. ev.)	4019978	4019978	4020226	4021866
tatA	twin arginine protein translocation system - TatA protein	tatAp1 (No high-quality experim. ev.)	4021909	4021945	4021945	4022214
tatB	twin arginine protein translocation system - TatB protein	tatAp1 (No high-quality experim. ev.)	4021909	4021945	4022218	4022733
tatC	twin arginine protein translocation system - TatC protein	tatAp1 (No high-quality experim. ev.)	4021909	4021945	4022736	4023512
tatD	3' → 5' ssDNA/RNA  exonuclease TatD	tatAp1 (No high-quality experim. ev.)	4021909	4021945	4023554	4024336
rfaH	transcription antiterminator RfaH	rfaHp5 (No high-quality experim. ev.)	4024965	4024821	4024821	4024333
ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase				4024988	4026481
fre	flavin reductase	frep1 (Experim. ev.)	4026443	4026527	4026527	4027228
fadA	fatty acid oxidation complex, β component	fadBp (Experim. ev.)	4031013	4030971	4028772	4027609
fadB	fatty acid oxidation complex, α component	fadBp (Experim. ev.)	4031013	4030971	4030971	4028782
pepQ	Xaa-Pro dipeptidase	pepQp (Experim. ev.)	4031147	4031161	4031161	4032492
yigZ	IMPACT family member YigZ				4032492	4033106
trkH	K+transporter TrkH	pepQp (Experim. ev.)	4031147	4031161	4033145	4034596
hemG	protoporphyrinogen oxidase	pepQp (Experim. ev.)	4031147	4031161	4034608	4035153
rrsA	16S ribosomal RNA	rrsAp1 (No high-quality experim. ev.)	4035239	4035531	4035531	4037072
ileT	tRNA-Ile(GAU)				4037141	4037217
alaT	tRNA-Ala(UGC)	rrsAp1 (No high-quality experim. ev.)	4035239	4035531	4037260	4037335
rrlA	23S ribosomal RNA	rrsAp1 (No high-quality experim. ev.)	4035239	4035531	4037519	4040423
rrfA	5S ribosomal RNA	rrsAp1 (No high-quality experim. ev.)	4035239	4035531	4040517	4040636
mobB	molybdopterin-guanine dinucleotide biosynthesis adaptor protein				4041433	4040906
mobA	molybdenum cofactor guanylyltransferase	mobAp2 (Experim. ev.)	4042121	4041999	4041999	4041415
yihD	DUF1040 domain-containing protein YihD	yihDp (Experim. ev.)	4042049	4042069	4042069	4042338
srkA	stress response kinase A	srkAp (Experim. ev.)	4042391	4042415	4042415	4043401
dsbA	thiol:disulfide oxidoreductase DsbA	dsbAp (Experim. ev.)	4043377	4043418	4043418	4044044
yihF	DUF945 domain-containing protein YihF				4044199	4045629
yihG	putative acyltransferase YihG	yihGp (Experim. ev.)	4046652	4046602	4046602	4045670
polA	DNA polymerase I	polAp (Experim. ev.)	4046940	4046966	4046966	4049752
spf	small regulatory RNA Spot 42	spfp (Experim. ev.)	4049899	4049899	4049899	4050007
yihA	GTP-binding protein YihA	yihAp9 (No high-quality experim. ev.)	4050985	4050765	4050765	4050133
csrC	small regulatory RNA CsrC	csrCp (Experim. ev.)	4051036	4051036	4051036	4051280
yihI	Der GTPase-activating protein YihI	yihIp (Experim. ev.)	4051308	4051347	4051347	4051856
hemN	coproporphyrinogen III dehydrogenase	hemNp (Experim. ev.)	4051943	4052045	4052045	4053418
yshB	uncharacterized protein YshB				4053757	4053647
glnG	DNA-binding transcriptional dual regulator NtrC	glnLp (Experim. ev.)	4056371	4056339	4055278	4053869
glnL	sensory histidine kinase NtrB				4056339	4055290
glnA	glutamine synthetase	glnAp1 (Experim. ev.)	4058222	4058034	4058034	4056625
bipA	ribosome-dependent GTPase, ribosome assembly factor	typAp1 (No high-quality experim. ev.)	4058230	4058407	4058407	4060230
yihL	putative transcriptional regulator YihL				4060447	4061157
yihM	putative TIM barrel domain-containing protein YihM				4061165	4062145
yihN	putative transporter YihN				4062247	4063512
ompL	putative outer membrane porin L				4064295	4063603
yihO	putative sulfoquinovose transporter				4065766	4064363
yihP	putative 2,3-dihydroxypropane-1-sulfonate export protein				4067194	4065809
yihQ	sulfoquinovosidase				4069276	4067240
yihR	putative aldose 1-epimerase YihR				4070401	4069475
